"04/05/2023","-40.69","*","","PURCHASE AUTHORIZED ON 04/04 AMZN Mktp US*HS8J2 Amzn.com/bill WA S303094782804200 CARD 0094"
"04/25/2023","-16.69","*","","PURCHASE AUTHORIZED ON 04/23 AMAZON.COM*HF9J453 AMZN.COM/BILL WA S383114047666244 CARD 0094"
